iter	Passed	Remaining
1742	2012	4915
1743	2013	4913
1744	2014	4911
1745	2015	4909
1746	2016	4908
1747	2016	4906
1748	2017	4904
1749	2018	4902
1750	2019	4900
1751	2020	4899
1752	2021	4897
1753	2022	4895
1754	2023	4893
1755	2024	4892
1756	2025	4890
1757	2026	4888
1758	2027	4887
1759	2028	4885
1760	2029	4884
1761	2029	4882
1762	2030	4880
1763	2031	4879
1764	2032	4877
1765	2033	4876
1766	2034	4874
1767	2035	4872
1768	2036	4871
1769	2037	4870
1770	2038	4868
1771	2039	4866
1772	2040	4865
1773	2041	4863
1774	2042	4861
1775	2043	4859
1776	2044	4858
1777	2045	4856
1778	2046	4854
1779	2046	4852
1780	2047	4850
1781	2048	4848
1782	2049	4847
1783	2050	4845
1784	2051	4843
1785	2051	4841
1786	2052	4839
1787	2053	4837
1788	2055	4838
1789	2056	4837
1790	2058	4836
1791	2058	4834
1792	2059	4832
1793	2060	4831
1794	2061	4829
1795	2062	4827
1796	2063	4826
1797	2064	4825
1798	2065	4823
1799	2066	4822
1800	2067	4820
1801	2068	4818
1802	2069	4817
1803	2070	4815
1804	2071	4813
1805	2072	4812
1806	2073	4810
1807	2074	4810
1808	2075	4809
1809	2076	4807
1810	2077	4805
1811	2078	4803
1812	2079	4802
1813	2080	4800
1814	2081	4798
1815	2081	4796
1816	2082	4794
1817	2083	4793
1818	2084	4791
1819	2085	4789
1820	2086	4787
1821	2087	4786
1822	2087	4784
1823	2088	4782
1824	2089	4780
1825	2090	4778
1826	2091	4776
1827	2092	4775
1828	2093	4774
1829	2095	4774
1830	2096	4772
1831	2096	4770
1832	2097	4768
1833	2098	4767
1834	2099	4765
1835	2100	4763
1836	2101	4762
1837	2102	4760
1838	2103	4758
1839	2104	4756
1840	2104	4755
1841	2105	4753
1842	2106	4751
1843	2107	4749
1844	2108	4747
1845	2109	4746
1846	2111	4746
1847	2112	4746
1848	2114	4747
1849	2115	4745
1850	2116	4745
1851	2117	4743
1852	2118	4741
1853	2119	4740
1854	2121	4739
1855	2122	4738
1856	2123	4737
1857	2124	4736
1858	2125	4734
1859	2126	4733
1860	2127	4731
1861	2128	4730
1862	2129	4728
1863	2130	4727
1864	2131	4725
1865	2132	4724
1866	2133	4722
1867	2134	4722
1868	2135	4721
1869	2136	4719
1870	2137	4717
1871	2138	4716
1872	2139	4714
1873	2140	4712
1874	2141	4710
1875	2141	4708
1876	2143	4707
1877	2144	4706
1878	2145	4704
1879	2145	4702
1880	2146	4701
1881	2147	4699
1882	2149	4698
1883	2150	4698
1884	2152	4697
1885	2153	4696
1886	2154	4695
1887	2155	4694
1888	2156	4692
1889	2157	4691
1890	2158	4689
1891	2159	4688
1892	2160	4687
1893	2161	4686
1894	2163	4686
1895	2164	4685
1896	2165	4683
1897	2167	4684
1898	2168	4683
1899	2169	4681
1900	2171	4681
1901	2173	4681
1902	2174	4680
1903	2175	4679
1904	2176	4678
1905	2177	4677
1906	2178	4676
1907	2179	4674
1908	2180	4672
1909	2181	4671
1910	2182	4670
1911	2183	4669
1912	2184	4667
1913	2186	4667
1914	2187	4666
1915	2188	4665
1916	2190	4665
1917	2191	4664
1918	2193	4664
1919	2194	4664
1920	2196	4662
1921	2196	4661
1922	2197	4659
1923	2199	4658
1924	2200	4657
1925	2201	4656
1926	2202	4654
1927	2204	4656
1928	2205	4654
1929	2206	4653
1930	2207	4651
1931	2208	4650
1932	2209	4648
1933	2210	4646
1934	2211	4645
1935	2212	4643
1936	2213	4642
1937	2214	4641
1938	2215	4640
1939	2216	4638
1940	2217	4637
1941	2218	4635
1942	2219	4634
1943	2220	4632
1944	2221	4631
1945	2222	4630
1946	2223	4629
1947	2226	4630
1948	2227	4628
1949	2228	4627
1950	2228	4625
1951	2230	4624
1952	2231	4623
1953	2232	4623
1954	2233	4622
1955	2234	4620
1956	2235	4619
1957	2236	4617
1958	2237	4616
1959	2238	4614
1960	2239	4612
1961	2240	4611
1962	2241	4609
1963	2242	4608
1964	2243	4607
1965	2244	4606
1966	2246	4606
1967	2248	4605
1968	2249	4604
1969	2250	4603
1970	2251	4601
1971	2252	4600
1972	2253	4599
1973	2254	4597
1974	2255	4596
1975	2256	4594
1976	2257	4592
1977	2257	4591
1978	2258	4589
1979	2259	4588
1980	2260	4586
1981	2261	4585
1982	2263	4584
1983	2264	4583
1984	2265	4582
1985	2266	4580
1986	2267	4579
1987	2268	4577
1988	2269	4576
1989	2270	4574
1990	2271	4573
1991	2272	4572
1992	2273	4571
1993	2274	4569
1994	2275	4568
1995	2276	4566
1996	2277	4565
1997	2278	4564
1998	2279	4562
1999	2280	4561
2000	2281	4560
2001	2282	4558
2002	2283	4557
2003	2284	4555
2004	2285	4553
2005	2286	4552
2006	2287	4551
2007	2288	4549
2008	2289	4547
2009	2290	4546
2010	2291	4544
2011	2292	4543
2012	2293	4541
2013	2294	4540
2014	2294	4538
2015	2295	4537
2016	2297	4537
2017	2298	4535
2018	2299	4535
2019	2301	4533
2020	2302	4533
2021	2303	4531
2022	2304	4530
2023	2305	4528
2024	2306	4527
2025	2308	4528
2026	2309	4527
2027	2311	4526
2028	2312	4525
2029	2313	4524
2030	2314	4522
2031	2316	4523
2032	2317	4522
2033	2318	4521
2034	2319	4519
2035	2320	4518
2036	2321	4517
2037	2322	4515
2038	2323	4514
2039	2324	4513
2040	2325	4511
2041	2326	4509
2042	2327	4508
2043	2328	4506
2044	2329	4505
2045	2331	4506
2046	2332	4505
2047	2334	4503
2048	2335	4503
2049	2336	4502
2050	2338	4501
2051	2339	4500
2052	2340	4498
2053	2341	4497
2054	2342	4496
2055	2343	4495
2056	2344	4493
2057	2345	4493
2058	2347	4492
2059	2348	4491
2060	2349	4489
2061	2350	4489
2062	2352	4488
2063	2353	4487
2064	2354	4486
2065	2356	4486
2066	2357	4485
2067	2358	4484
2068	2359	4482
2069	2360	4481
2070	2362	4481
2071	2363	4479
2072	2364	4478
2073	2365	4477
2074	2366	4475
2075	2367	4475
2076	2368	4474
2077	2370	4474
2078	2371	4473
2079	2373	4472
2080	2374	4471
2081	2376	4471
2082	2377	4470
2083	2378	4469
2084	2380	4469
2085	2381	4468
2086	2383	4468
2087	2385	4469
2088	2387	4469
2089	2388	4468
2090	2389	4467
2091	2390	4466
2092	2391	4465
2093	2393	4463
2094	2394	4463
2095	2396	4463
2096	2397	4462
2097	2398	4461
2098	2401	4462
2099	2402	4461
2100	2403	4460
2101	2404	4458
2102	2405	4457
2103	2406	4456
2104	2407	4454
2105	2408	4453
2106	2409	4452
2107	2410	4450
2108	2411	4449
2109	2412	4448
2110	2413	4446
2111	2414	4445
2112	2415	4443
2113	2417	4443
2114	2418	4441
2115	2419	4440
2116	2420	4439
2117	2421	4438
2118	2423	4438
2119	2424	4436
2120	2425	4435
2121	2426	4433
2122	2426	4432
2123	2428	4431
2124	2429	4430
2125	2431	4429
2126	2432	4429
2127	2434	4428
2128	2435	4428
2129	2436	4427
2130	2438	4426
2131	2439	4425
2132	2440	4425
2133	2442	4424
2134	2443	4423
2135	2444	4422
2136	2445	4421
2137	2447	4420
2138	2448	4418
2139	2449	4418
2140	2451	4418
2141	2453	4418
2142	2454	4417
2143	2456	4417
2144	2457	4416
2145	2458	4415
2146	2459	4414
2147	2460	4412
2148	2461	4411
2149	2462	4410
2150	2463	4408
2151	2465	4408
2152	2466	4406
2153	2467	4405
2154	2468	4404
2155	2469	4402
2156	2470	4401
2157	2471	4400
2158	2473	4399
2159	2474	4398
2160	2475	4397
2161	2476	4396
2162	2478	4396
2163	2479	4395
2164	2480	4394
2165	2481	4393
2166	2482	4391
2167	2483	4390
2168	2485	4389
2169	2486	4388
2170	2487	4387
2171	2488	4385
2172	2489	4385
2173	2491	4384
2174	2492	4382
2175	2494	4384
2176	2496	4383
2177	2497	4382
2178	2498	4380
2179	2499	4379
2180	2500	4378
2181	2501	4377
2182	2502	4375
2183	2503	4374
2184	2504	4373
2185	2505	4371
2186	2506	4370
2187	2507	4368
2188	2508	4367
2189	2509	4365
2190	2510	4364
2191	2511	4363
2192	2512	4362
2193	2514	4361
2194	2516	4361
2195	2517	4360
2196	2518	4358
2197	2519	4357
2198	2520	4355
2199	2522	4357
2200	2523	4355
2201	2524	4354
2202	2526	4353
2203	2527	4352
2204	2528	4351
2205	2529	4350
2206	2530	4349
2207	2531	4348
2208	2533	4347
2209	2534	4345
2210	2535	4344
2211	2535	4342
2212	2537	4341
2213	2538	4340
2214	2539	4339
2215	2540	4337
2216	2541	4336
2217	2542	4335
2218	2543	4333
2219	2544	4332
2220	2545	4330
2221	2546	4329
2222	2547	4328
2223	2548	4326
2224	2549	4325
2225	2550	4324
2226	2551	4323
2227	2554	4324
2228	2555	4324
2229	2557	4323
2230	2558	4322
2231	2559	4320
2232	2560	4319
2233	2561	4317
2234	2562	4316
2235	2563	4315
2236	2564	4313
2237	2565	4312
2238	2568	4314
2239	2570	4313
2240	2571	4312
2241	2572	4311
2242	2573	4310
2243	2575	4310
2244	2576	4309
2245	2577	4308
2246	2578	4307
2247	2579	4305
2248	2580	4304
2249	2581	4302
2250	2582	4301
2251	2583	4300
2252	2584	4299
2253	2586	4298
2254	2587	4297
2255	2588	4296
2256	2589	4294
2257	2590	4293
2258	2591	4292
2259	2593	4291
2260	2594	4290
2261	2595	4289
2262	2596	4287
2263	2597	4286
2264	2598	4284
2265	2599	4283
2266	2600	4281
2267	2601	4280
2268	2602	4279
2269	2603	4278
2270	2605	4278
2271	2607	4279
2272	2609	4278
2273	2611	4278
2274	2612	4277
2275	2614	4277
2276	2615	4276
2277	2616	4275
2278	2617	4274
2279	2619	4274
2280	2621	4273
2281	2622	4273
2282	2623	4272
2283	2626	4272
2284	2627	4271
2285	2628	4270
2286	2630	4270
2287	2632	4270
2288	2633	4269
2289	2635	4269
2290	2636	4268
2291	2637	4266
2292	2638	4265
2293	2639	4264
2294	2640	4263
2295	2642	4262
2296	2643	4261
2297	2645	4261
2298	2646	4261
2299	2648	4260
2300	2651	4262
2301	2652	4261
2302	2654	4261
2303	2655	4260
2304	2657	4259
2305	2659	4259
2306	2660	4259
2307	2662	4258
2308	2664	4258
2309	2665	4258
2310	2666	4256
2311	2668	4256
2312	2669	4255
2313	2670	4254
2314	2671	4252
2315	2672	4251
2316	2673	4250
2317	2674	4248
2318	2676	4247
2319	2677	4246
2320	2678	4246
2321	2679	4244
2322	2682	4245
2323	2683	4244
2324	2684	4242
2325	2685	4241
2326	2686	4240
2327	2687	4239
2328	2688	4238
2329	2689	4236
2330	2691	4235
2331	2692	4234
2332	2692	4232
2333	2693	4231
2334	2694	4229
2335	2695	4228
2336	2697	4227
2337	2699	4227
2338	2700	4226
2339	2701	4225
2340	2702	4223
2341	2703	4222
2342	2704	4220
2343	2705	4219
2344	2706	4218
2345	2708	4218
2346	2709	4217
2347	2710	4216
2348	2711	4214
2349	2712	4213
2350	2713	4212
2351	2714	4210
2352	2716	4209
2353	2718	4210
2354	2719	4209
2355	2720	4208
2356	2721	4206
2357	2722	4205
2358	2724	4204
2359	2725	4203
2360	2726	4201
2361	2727	4200
2362	2728	4199
2363	2729	4197
2364	2730	4196
2365	2731	4194
2366	2732	4193
2367	2733	4192
2368	2734	4191
2369	2736	4191
2370	2737	4190
2371	2739	4190
2372	2740	4188
2373	2741	4187
2374	2742	4186
2375	2743	4184
2376	2744	4183
2377	2745	4181
2378	2746	4180
2379	2747	4178
2380	2748	4177
2381	2749	4176
2382	2750	4174
2383	2751	4173
2384	2753	4173
2385	2754	4172
2386	2756	4172
2387	2757	4170
2388	2758	4169
2389	2759	4168
2390	2760	4167
2391	2761	4165
2392	2763	4166
2393	2765	4165
2394	2766	4163
2395	2767	4162
2396	2768	4161
2397	2769	4160
2398	2770	4159
2399	2771	4157
2400	2773	4156
2401	2774	4155
2402	2775	4154
2403	2776	4152
2404	2777	4151
2405	2778	4150
2406	2779	4148
2407	2780	4147
2408	2781	4145
2409	2782	4144
2410	2783	4143
2411	2784	4141
2412	2785	4140
2413	2786	4139
2414	2787	4138
2415	2788	4137
2416	2789	4135
2417	2791	4134
2418	2793	4134
2419	2794	4133
2420	2795	4132
2421	2796	4131
2422	2798	4130
2423	2799	4129
2424	2800	4129
2425	2802	4127
2426	2803	4126
2427	2804	4125
2428	2805	4124
2429	2806	4123
2430	2807	4121
2431	2808	4120
2432	2810	4119
2433	2811	4118
2434	2812	4117
2435	2813	4116
2436	2814	4114
2437	2815	4113
2438	2816	4111
2439	2817	4110
2440	2818	4109
2441	2819	4108
2442	2820	4106
2443	2821	4105
2444	2822	4103
2445	2823	4102
2446	2824	4101
2447	2825	4099
2448	2826	4098
2449	2827	4097
2450	2828	4096
2451	2829	4094
2452	2831	4093
2453	2832	4092
2454	2833	4091
2455	2834	4089
2456	2835	4089
2457	2837	4088
2458	2838	4086
2459	2839	4086
2460	2840	4084
2461	2841	4083
2462	2842	4082
2463	2843	4080
2464	2844	4079
2465	2845	4078
2466	2847	4077
2467	2848	4076
2468	2849	4075
2469	2850	4074
2470	2851	4072
2471	2852	4071
2472	2855	4071
2473	2856	4070
2474	2857	4070
2475	2859	4069
2476	2860	4068
2477	2861	4067
2478	2862	4065
2479	2863	4064
2480	2865	4064
2481	2867	4063
2482	2870	4065
2483	2872	4065
2484	2873	4064
2485	2874	4063
2486	2875	4062
2487	2878	4062
2488	2879	4061
2489	2880	4060
2490	2881	4059
2491	2882	4058
2492	2884	4057
2493	2885	4056
2494	2887	4056
2495	2888	4054
2496	2889	4053
2497	2890	4052
2498	2891	4050
2499	2892	4049
2500	2893	4048
2501	2895	4047
2502	2896	4046
2503	2897	4045
2504	2898	4044
2505	2899	4042
2506	2900	4041
2507	2901	4039
2508	2902	4038
2509	2903	4037
2510	2904	4035
2511	2905	4034
2512	2906	4032
2513	2908	4033
2514	2909	4032
2515	2911	4031
2516	2912	4030
2517	2913	4028
2518	2914	4027
2519	2915	4026
2520	2916	4024
2521	2917	4023
2522	2919	4023
2523	2920	4022
2524	2921	4021
2525	2922	4019
2526	2923	4018
2527	2924	4017
2528	2925	4015
2529	2926	4014
2530	2928	4013
2531	2929	4012
2532	2931	4012
2533	2932	4011
2534	2933	4010
2535	2934	4008
2536	2935	4007
2537	2936	4006
2538	2938	4004
2539	2939	4003
2540	2940	4002
2541	2942	4002
2542	2943	4001
2543	2944	4000
2544	2945	3998
2545	2946	3997
2546	2947	3996
2547	2948	3995
2548	2950	3994
2549	2951	3992
2550	2952	3991
2551	2953	3990
2552	2954	3989
2553	2955	3987
2554	2957	3988
2555	2958	3986
2556	2960	3985
2557	2961	3984
2558	2962	3983
2559	2963	3981
2560	2964	3980
2561	2964	3978
2562	2966	3978
2563	2968	3978
2564	2969	3977
2565	2970	3975
2566	2971	3974
2567	2972	3973
2568	2973	3971
2569	2974	3970
2570	2975	3968
2571	2976	3967
2572	2978	3966
2573	2979	3965
2574	2980	3964
2575	2981	3962
2576	2982	3961
2577	2983	3960
2578	2984	3959
2579	2985	3957
2580	2987	3957
2581	2989	3957
2582	2990	3956
2583	2992	3955
2584	2993	3954
2585	2994	3953
2586	2996	3952
2587	2997	3951
2588	2998	3950
2589	2999	3949
2590	3000	3948
2591	3002	3947
2592	3003	3945
2593	3004	3944
2594	3005	3943
2595	3006	3942
2596	3008	3941
2597	3009	3940
2598	3010	3938
2599	3011	3938
2600	3013	3937
2601	3014	3937
2602	3018	3939
2603	3020	3938
2604	3021	3937
2605	3022	3936
2606	3023	3935
2607	3024	3933
2608	3025	3932
2609	3026	3931
2610	3027	3930
2611	3028	3928
2612	3029	3927
2613	3031	3926
2614	3032	3925
2615	3035	3926
2616	3037	3926
2617	3038	3924
2618	3039	3924
2619	3041	3923
2620	3042	3922
2621	3043	3921
2622	3045	3920
2623	3046	3920
2624	3048	3919
2625	3051	3920
2626	3052	3919
2627	3054	3918
2628	3054	3917
2629	3056	3916
2630	3057	3915
2631	3059	3914
2632	3060	3913
2633	3061	3912
2634	3062	3911
2635	3064	3910
2636	3065	3909
2637	3067	3909
2638	3069	3908
2639	3070	3907
2640	3071	3905
2641	3073	3906
2642	3075	3905
2643	3076	3904
2644	3077	3903
2645	3079	3903
2646	3080	3901
2647	3080	3900
2648	3083	3900
2649	3085	3900
2650	3086	3899
2651	3087	3898
2652	3089	3897
2653	3090	3896
2654	3091	3895
2655	3092	3894
2656	3094	3893
2657	3095	3892
2658	3096	3891
2659	3098	3890
2660	3099	3889
2661	3102	3889
2662	3103	3889
2663	3104	3887
2664	3106	3887
2665	3108	3886
2666	3109	3885
2667	3110	3884
2668	3112	3884
2669	3113	3882
2670	3114	3881
2671	3116	3881
2672	3117	3879
2673	3118	3879
2674	3120	3878
2675	3121	3877
2676	3123	3876
2677	3125	3876
2678	3126	3875
2679	3127	3874
2680	3128	3873
2681	3130	3872
2682	3131	3870
2683	3132	3869
2684	3133	3868
2685	3134	3867
2686	3135	3866
2687	3137	3865
2688	3138	3864
2689	3139	3863
2690	3140	3862
2691	3142	3861
2692	3143	3859
2693	3144	3858
2694	3145	3856
2695	3146	3855
2696	3146	3854
2697	3147	3852
2698	3148	3851
2699	3149	3849
2700	3150	3848
2701	3151	3847
2702	3152	3845
2703	3153	3844
2704	3154	3842
2705	3155	3841
2706	3156	3839
2707	3157	3838
2708	3158	3837
2709	3159	3835
2710	3160	3834
2711	3161	3832
2712	3162	3831
2713	3163	3830
2714	3164	3828
2715	3165	3827
2716	3166	3825
2717	3167	3824
2718	3169	3824
2719	3169	3822
2720	3171	3822
2721	3172	3821
2722	3174	3820
2723	3175	3819
2724	3176	3817
2725	3177	3816
2726	3179	3815
2727	3180	3814
2728	3181	3813
2729	3182	3812
2730	3184	3811
2731	3185	3810
2732	3187	3810
2733	3188	3808
2734	3190	3808
2735	3191	3806
2736	3191	3805
2737	3193	3804
2738	3194	3803
2739	3196	3802
2740	3197	3801
2741	3198	3800
2742	3199	3799
2743	3200	3797
2744	3201	3796
2745	3203	3795
2746	3204	3794
2747	3205	3793
2748	3206	3792
2749	3208	3791
2750	3209	3790
2751	3210	3789
2752	3212	3788
2753	3212	3786
2754	3214	3785
2755	3215	3784
2756	3216	3783
2757	3217	3781
2758	3219	3781
2759	3220	3780
2760	3221	3778
2761	3222	3777
2762	3223	3776
2763	3223	3774
2764	3224	3773
2765	3225	3771
2766	3227	3770
2767	3227	3769
2768	3228	3767
2769	3229	3766
2770	3230	3764
2771	3231	3763
2772	3232	3762
2773	3233	3760
2774	3234	3759
2775	3237	3759
2776	3238	3758
2777	3239	3756
2778	3240	3755
2779	3241	3754
2780	3242	3753
2781	3243	3751
2782	3245	3751
2783	3246	3750
2784	3248	3749
2785	3249	3748
2786	3250	3747
2787	3251	3745
2788	3252	3744
2789	3253	3743
2790	3254	3741
2791	3255	3740
2792	3256	3739
2793	3257	3737
2794	3258	3736
2795	3259	3735
2796	3260	3734
2797	3261	3732
2798	3262	3731
2799	3263	3730
2800	3264	3728
2801	3265	3727
2802	3267	3726
2803	3268	3725
2804	3269	3723
2805	3270	3722
2806	3271	3720
2807	3271	3719
2808	3272	3718
2809	3273	3716
2810	3274	3715
2811	3276	3714
2812	3277	3713
2813	3278	3711
2814	3279	3710
2815	3280	3709
2816	3281	3708
2817	3282	3706
2818	3283	3705
2819	3284	3704
2820	3286	3703
2821	3287	3701
2822	3288	3700
2823	3289	3699
2824	3290	3698
2825	3291	3696
2826	3292	3695
2827	3293	3693
2828	3294	3692
2829	3295	3691
2830	3296	3690
2831	3297	3689
2832	3298	3687
2833	3299	3686
2834	3300	3684
2835	3301	3683
2836	3302	3682
2837	3303	3680
2838	3304	3679
2839	3305	3678
2840	3307	3677
2841	3308	3676
2842	3309	3675
2843	3310	3673
2844	3311	3672
2845	3312	3671
2846	3313	3670
2847	3315	3669
2848	3316	3668
2849	3317	3666
2850	3319	3666
2851	3320	3665
2852	3321	3663
2853	3322	3662
2854	3324	3661
2855	3325	3661
2856	3327	3660
2857	3328	3659
2858	3329	3657
2859	3330	3656
2860	3331	3655
2861	3332	3654
2862	3333	3652
2863	3334	3651
2864	3335	3650
2865	3337	3649
2866	3338	3647
2867	3339	3646
2868	3340	3645
2869	3341	3643
2870	3342	3642
2871	3343	3641
2872	3344	3639
2873	3345	3638
2874	3346	3637
2875	3347	3636
2876	3348	3634
2877	3349	3633
2878	3350	3631
2879	3351	3630
2880	3352	3629
2881	3353	3628
2882	3354	3626
2883	3355	3625
2884	3356	3624
2885	3357	3622
2886	3358	3621
2887	3359	3620
2888	3360	3618
2889	3361	3617
2890	3362	3616
2891	3363	3614
2892	3364	3613
2893	3365	3612
2894	3366	3611
2895	3368	3610
2896	3370	3609
2897	3371	3608
2898	3372	3607
2899	3373	3605
2900	3374	3604
2901	3375	3603
2902	3376	3602
2903	3378	3601
2904	3379	3600
2905	3380	3598
2906	3381	3597
2907	3382	3595
2908	3382	3594
2909	3383	3593
2910	3385	3592
2911	3386	3590
2912	3386	3589
2913	3387	3587
2914	3388	3586
2915	3389	3585
2916	3391	3584
2917	3392	3583
2918	3393	3582
2919	3394	3580
2920	3395	3579
2921	3397	3578
2922	3398	3577
2923	3399	3576
2924	3400	3575
2925	3401	3574
2926	3402	3572
2927	3404	3571
2928	3405	3570
2929	3406	3569
2930	3407	3568
2931	3409	3567
2932	3410	3565
2933	3411	3564
2934	3412	3563
2935	3413	3562
2936	3415	3561
2937	3416	3560
2938	3417	3559
2939	3418	3558
2940	3419	3556
2941	3420	3555
2942	3421	3554
2943	3422	3552
2944	3423	3551
2945	3425	3550
2946	3426	3549
2947	3427	3548
2948	3428	3546
2949	3429	3545
2950	3431	3544
2951	3432	3544
2952	3433	3542
2953	3434	3541
2954	3436	3541
2955	3437	3539
2956	3438	3538
2957	3439	3537
2958	3441	3536
2959	3442	3535
2960	3443	3534
2961	3445	3533
2962	3446	3532
2963	3447	3530
2964	3448	3529
2965	3449	3528
2966	3449	3526
2967	3451	3525
2968	3452	3524
2969	3454	3524
2970	3455	3522
2971	3456	3521
2972	3457	3520
2973	3458	3518
2974	3459	3517
2975	3460	3516
2976	3461	3514
2977	3462	3513
2978	3463	3512
2979	3466	3512
2980	3467	3511
2981	3468	3510
2982	3470	3509
2983	3471	3508
2984	3472	3507
2985	3473	3505
2986	3474	3504
2987	3475	3503
2988	3476	3502
2989	3477	3500
2990	3480	3501
2991	3481	3500
2992	3483	3499
2993	3484	3498
2994	3485	3496
2995	3486	3495
2996	3487	3494
2997	3488	3493
2998	3490	3492
2999	3491	3491
3000	3492	3489
3001	3493	3488
3002	3494	3487
3003	3495	3486
3004	3496	3484
3005	3499	3485
3006	3500	3484
3007	3501	3482
3008	3502	3481
3009	3503	3480
3010	3505	3479
3011	3506	3478
3012	3507	3477
3013	3508	3475
3014	3509	3474
3015	3510	3473
3016	3511	3471
3017	3512	3470
3018	3513	3468
3019	3514	3468
3020	3516	3467
3021	3517	3465
3022	3518	3464
3023	3519	3463
3024	3520	3462
3025	3521	3461
3026	3523	3460
3027	3524	3459
3028	3525	3458
3029	3526	3457
3030	3527	3455
3031	3528	3454
3032	3529	3453
3033	3530	3451
3034	3531	3450
3035	3532	3448
3036	3533	3447
3037	3534	3446
3038	3535	3444
3039	3536	3443
3040	3537	3442
3041	3538	3441
3042	3540	3440
3043	3541	3438
3044	3542	3437
3045	3543	3436
3046	3544	3435
3047	3545	3434
3048	3546	3432
3049	3547	3431
3050	3548	3430
3051	3549	3428
3052	3550	3427
3053	3551	3426
3054	3552	3424
3055	3553	3423
3056	3554	3422
3057	3555	3420
3058	3556	3419
3059	3557	3417
3060	3558	3416
3061	3559	3415
3062	3560	3413
3063	3561	3412
3064	3562	3411
3065	3563	3409
3066	3564	3408
3067	3565	3407
3068	3566	3406
3069	3567	3404
3070	3568	3403
3071	3569	3401
3072	3570	3400
3073	3571	3399
3074	3572	3398
3075	3573	3396
3076	3575	3396
3077	3576	3395
3078	3577	3394
3079	3578	3392
3080	3579	3391
3081	3580	3390
3082	3582	3389
3083	3583	3388
3084	3585	3387
3085	3586	3386
3086	3587	3385
3087	3588	3384
3088	3590	3383
3089	3592	3383
3090	3593	3382
3091	3596	3382
3092	3597	3381
3093	3598	3379
3094	3599	3378
3095	3600	3377
3096	3601	3375
3097	3602	3374
3098	3603	3373
3099	3605	3373
3100	3606	3371
3101	3607	3370
3102	3608	3369
3103	3609	3367
3104	3610	3366
3105	3611	3365
3106	3612	3364
3107	3614	3363
3108	3615	3361
3109	3616	3360
3110	3617	3358
3111	3618	3357
3112	3619	3356
3113	3620	3355
3114	3621	3354
3115	3623	3353
3116	3624	3352
3117	3625	3350
3118	3626	3349
3119	3627	3348
3120	3628	3346
3121	3629	3345
3122	3630	3344
3123	3631	3343
3124	3633	3342
3125	3634	3341
3126	3635	3340
3127	3637	3339
3128	3638	3338
3129	3639	3337
3130	3640	3335
3131	3641	3334
3132	3642	3333
3133	3643	3331
3134	3644	3330
3135	3645	3329
3136	3646	3327
3137	3647	3326
3138	3648	3325
3139	3649	3324
3140	3650	3322
3141	3651	3321
3142	3652	3320
3143	3654	3319
3144	3655	3318
3145	3656	3316
3146	3657	3315
3147	3657	3314
3148	3658	3312
3149	3660	3311
3150	3661	3310
3151	3662	3308
3152	3662	3307
3153	3664	3306
3154	3665	3304
3155	3666	3303
3156	3667	3302
3157	3668	3301
3158	3669	3300
3159	3670	3299
3160	3671	3297
3161	3672	3296
3162	3673	3295
3163	3675	3294
3164	3677	3293
3165	3678	3292
3166	3679	3291
3167	3680	3290
3168	3681	3289
3169	3682	3287
3170	3684	3286
3171	3685	3285
3172	3686	3284
3173	3688	3283
3174	3689	3282
3175	3690	3281
3176	3691	3279
3177	3692	3278
3178	3693	3277
3179	3694	3276
3180	3696	3276
3181	3698	3275
3182	3699	3273
3183	3701	3273
3184	3702	3272
3185	3703	3271
3186	3704	3270
3187	3705	3268
3188	3707	3267
3189	3708	3266
3190	3709	3265
3191	3710	3263
3192	3710	3262
3193	3712	3261
3194	3713	3260
3195	3714	3259
3196	3716	3258
3197	3717	3257
3198	3718	3255
3199	3719	3254
3200	3720	3253
3201	3721	3252
3202	3724	3252
3203	3725	3251
3204	3726	3249
3205	3727	3248
3206	3728	3247
3207	3729	3246
3208	3731	3245
3209	3733	3245
3210	3734	3244
3211	3735	3242
3212	3736	3241
3213	3737	3240
3214	3738	3238
3215	3739	3237
3216	3741	3236
3217	3742	3235
3218	3743	3234
3219	3744	3233
3220	3745	3231
3221	3746	3230
3222	3747	3229
3223	3748	3227
3224	3749	3226
3225	3750	3225
3226	3751	3224
3227	3753	3223
3228	3754	3222
3229	3755	3221
3230	3756	3219
3231	3757	3218
3232	3758	3217
3233	3760	3215
3234	3761	3214
3235	3762	3213
3236	3763	3212
3237	3764	3210
3238	3765	3209
3239	3766	3208
3240	3767	3207
3241	3770	3207
3242	3771	3206
3243	3772	3205
3244	3774	3204
3245	3775	3203
3246	3777	3202
3247	3778	3201
3248	3780	3200
3249	3781	3199
3250	3783	3198
3251	3784	3197
3252	3785	3196
3253	3787	3195
3254	3788	3194
3255	3789	3193
3256	3790	3192
3257	3792	3191
3258	3794	3191
3259	3796	3191
3260	3797	3189
3261	3799	3188
3262	3800	3188
3263	3802	3187
3264	3804	3186
3265	3805	3186
3266	3807	3184
3267	3809	3184
3268	3810	3183
3269	3812	3182
3270	3813	3181
3271	3814	3180
3272	3815	3179
3273	3816	3178
3274	3818	3176
3275	3819	3175
3276	3820	3174
3277	3821	3173
3278	3822	3171
3279	3823	3170
3280	3824	3169
3281	3826	3168
3282	3827	3167
3283	3828	3166
3284	3829	3164
3285	3830	3163
3286	3831	3162
3287	3833	3161
3288	3834	3160
3289	3835	3159
3290	3836	3158
3291	3837	3156
3292	3838	3155
3293	3839	3154
3294	3840	3153
3295	3842	3152
